46, 1001
Suborbital Science Data for Atmospheric Composition
NASA Langley Research Center
Merged Flight#20240626, on the P3B platform. Data is merged to 1.000000 seconds. This merge was created on the Custom Data Merging tool.
SARP
1,1
2024,06,26, 2025, 7, 9
0
Time_Start, seconds, start time of the merge period
13
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999
Time_Stop, seconds, stop time of the merge period
Day_Of_Year_BENNETT,  day,  None, calendar day beginning January 1 {dataID = SARP-METNAV}
Latitude_BENNETT,  deg,  Platform_Latitude_InSitu_None {dataID = SARP-METNAV}
Longitude_BENNETT,  deg,  Platform_Longitude_InSitu_None {dataID = SARP-METNAV}
Pressure_Altitude_BENNETT,  ft,  Platform_AltitudePressure_InSitu_None {dataID = SARP-METNAV}
Static_Air_Temp_BENNETT,  degrees Celcius,  Met_StaticAirTemperature_InSitu_None {dataID = SARP-METNAV}
Static_Pressure_BENNETT,  hPa,  Met_StaticPressure_InSitu_None {dataID = SARP-METNAV}
Solar_Zenith_Angle_BENNETT,  deg,  Met_SolarZenithAngle_InSitu_None {dataID = SARP-METNAV}
Org_Ave_IsoK_STP_ZIEMBA,  Organic_micrograms_per_standard_cubic_meter,  AerComp_OrganicAerosol_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
SO4_Ave_IsoK_STP_ZIEMBA,  Sulfate_micrograms_per_standard_cubic_meter,  AerComp_Sulfate_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
NO3_Ave_IsoK_STP_ZIEMBA,  Nitrate_micrograms_per_standard_cubic_meter,  AerComp_Nitrate_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
NH4_Ave_IsoK_STP_ZIEMBA,  Ammonium_micrograms_per_standard_cubic_meter,  AerComp_Ammonium_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
Chl_Ave_IsoK_STP_ZIEMBA,  Chloride_micrograms_per_standard_cubic_meter,  AerComp_Chloride_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
1
SPECIAL COMMENTS : See original files(listed in ASSOCIATED DATA) for special comments
18
PI_CONTACT_INFO: gao.chen@nasa.gov, michael.shook@nasa.gov, ali.a.aknan@nasa.gov
PLATFORM: P3B_AIRCRAFT
LOCATION: Included in data records
ASSOCIATED_DATA: See following PI data: BENNETT.RYAN, ZIEMBA.LUKE
INSTRUMENT_INFO: Please see PI data files for instrument information.
DATA_INFO: Please see PI data files for: (1) ULOD/LLOD, (2) DATA_FLAG information (DATA_FLAG=-66666 indicates that there are multiple data flag values in the reported interval), and (3) when using merged ratio variables (merge algorithm may not be appropriate when range of variation is large). Longitude is reported as (0, 360) degrees.
UNCERTAINTY: Please see PI data files for uncertainty information.
ULOD_FLAG: -777777
ULOD_VALUE: N/A
LLOD_FLAG: -888888
LLOD_VALUE: N/A
DM_CONTACT_INFO: gao.chen@nasa.gov, michael.shook@nasa.gov, ali.a.aknan@nasa.gov
PROJECT_INFO: SARP
STIPULATIONS_ON_USE: N/A
OTHER_COMMENTS: This merge was created using the SSD-AC online merge tool. Data merge methods are described here: https://www-air.larc.nasa.gov/missions/etc/onlinemergedoc.pdf. For detailed information on any data shown here, please see the associated PI files.
REVISION: RA
RA: File generated using LaRC's online merge tool on 2025-07-09 at 18:04:53
Time_Start, Time_Stop, Day_Of_Year_BENNETT, Latitude_BENNETT, Longitude_BENNETT, Pressure_Altitude_BENNETT, Static_Air_Temp_BENNETT, Static_Pressure_BENNETT, Solar_Zenith_Angle_BENNETT, Org_Ave_IsoK_STP_ZIEMBA, SO4_Ave_IsoK_STP_ZIEMBA, NO3_Ave_IsoK_STP_ZIEMBA, NH4_Ave_IsoK_STP_ZIEMBA, Chl_Ave_IsoK_STP_ZIEMBA
48738,48739,178.0000,38.951721,-76.337067,25276.0,-19.6500,371.3000,48.3000,0.050833,0.069000,0.10700,0.090000,0.017000
48739,48740,178.0000,38.951202,-76.338493,25276.0,-19.7300,371.1000,48.3000,0.050833,0.069000,0.10700,0.090000,0.017000
48740,48741,178.0000,38.950687,-76.339928,25276.0,-19.7000,371.0000,48.3000,0.050833,0.069000,0.10700,0.090000,0.017000
48741,48742,178.0000,38.950180,-76.341370,25311.0,-19.7500,370.9000,48.3000,0.25155,0.057000,0.085400,0.19920,0.021800
48742,48743,178.0000,38.949677,-76.342804,25311.0,-19.7800,370.8000,48.3000,0.38536,0.049000,0.071000,0.27200,0.025000
48743,48744,178.0000,38.949181,-76.344246,25311.0,-19.8300,370.7000,48.3000,0.38536,0.049000,0.071000,0.27200,0.025000
48744,48745,178.0000,38.948685,-76.345688,25311.0,-19.8300,370.7000,48.3000,0.38536,0.049000,0.071000,0.27200,0.025000
48745,48746,178.0000,38.948189,-76.347138,25311.0,-19.8200,370.5000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48746,48747,178.0000,38.947697,-76.348579,25342.0,-19.8400,370.4000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48747,48748,178.0000,38.947208,-76.350029,25342.0,-19.8400,370.2000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48748,48749,178.0000,38.946728,-76.351479,25342.0,-19.8900,370.1000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48749,48750,178.0000,38.946251,-76.352928,25342.0,-19.9200,370.1000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48750,48751,178.0000,38.945778,-76.354385,25342.0,-19.9200,370.0000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48751,48752,178.0000,38.945316,-76.355843,25342.0,-19.9700,370.0000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48752,48753,178.0000,38.944855,-76.357300,25378.0,-19.9600,369.8000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48753,48754,178.0000,38.944405,-76.358765,25378.0,-20.0100,369.6000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48754,48755,178.0000,38.943962,-76.360230,25378.0,-20.0700,369.5000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48755,48756,178.0000,38.943523,-76.361702,25378.0,-20.0700,369.4000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48756,48757,178.0000,38.943092,-76.363174,25378.0,-20.1000,369.4000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48757,48758,178.0000,38.942673,-76.364655,25419.0,-20.0900,369.2000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48758,48759,178.0000,38.942261,-76.366135,25419.0,-20.1400,369.1000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48759,48760,178.0000,38.941856,-76.367615,25419.0,-20.0900,369.1000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48760,48761,178.0000,38.941463,-76.369095,25419.0,-20.1800,368.7000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48761,48762,178.0000,38.941078,-76.370590,25419.0,-20.1900,368.7000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48762,48763,178.0000,38.940700,-76.372078,25454.0,-20.1900,368.6000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48763,48764,178.0000,38.940334,-76.373573,25454.0,-20.2600,368.5000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48764,48765,178.0000,38.939980,-76.375076,25454.0,-20.2200,368.6000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48765,48766,178.0000,38.939636,-76.376587,25454.0,-20.2600,368.5000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48766,48767,178.0000,38.939301,-76.378097,25454.0,-20.3100,368.3000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48767,48768,178.0000,38.938976,-76.379608,25482.0,-20.3500,368.2000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48768,48769,178.0000,38.938660,-76.381119,25479.0,-20.3900,368.1000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48769,48770,178.0000,38.938351,-76.382637,25479.0,-20.3500,368.0000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48770,48771,178.0000,38.938057,-76.384155,25479.0,-20.3800,367.9000,48.2000,0.38536,0.049000,0.071000,0.27200,0.025000
48771,48772,178.0000,38.937775,-76.385681,25479.0,-20.3800,367.8000,48.2000,0.46490,0.047498,0.052970,0.26148,0.0064692
48772,48773,178.0000,38.937504,-76.387199,25479.0,-20.4000,367.7000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48773,48774,178.0000,38.937241,-76.388733,25513.0,-20.4400,367.6000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48774,48775,178.0000,38.936989,-76.390259,25513.0,-20.4400,367.5000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48775,48776,178.0000,38.936752,-76.391792,25513.0,-20.4900,367.5000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48776,48777,178.0000,38.936527,-76.393333,25513.0,-20.5300,367.2000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48777,48778,178.0000,38.936314,-76.394875,25513.0,-20.5400,367.3000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48778,48779,178.0000,38.936104,-76.396416,25543.0,-20.5400,367.2000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48779,48780,178.0000,38.935902,-76.397957,25543.0,-20.5700,367.1000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48780,48781,178.0000,38.935696,-76.399498,25543.0,-20.5800,367.0000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48781,48782,178.0000,38.935493,-76.401039,25543.0,-20.6800,366.8000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48782,48783,178.0000,38.935288,-76.402580,25543.0,-20.6500,366.8000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48783,48784,178.0000,38.935085,-76.404129,25573.0,-20.6700,366.7000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48784,48785,178.0000,38.934883,-76.405670,25573.0,-20.6300,366.6000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48785,48786,178.0000,38.934681,-76.407219,25573.0,-20.5900,366.6000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48786,48787,178.0000,38.934483,-76.408760,25573.0,-20.5700,366.4000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48787,48788,178.0000,38.934288,-76.410309,25573.0,-20.5800,366.4000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48788,48789,178.0000,38.934094,-76.411850,25573.0,-20.5200,366.2000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48789,48790,178.0000,38.933903,-76.413391,25603.0,-20.5500,366.2000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48790,48791,178.0000,38.933708,-76.414940,25603.0,-20.5600,366.1000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48791,48792,178.0000,38.933518,-76.416489,25603.0,-20.5600,366.0000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48792,48793,178.0000,38.933327,-76.418030,25603.0,-20.6200,366.0000,48.2000,0.54417,0.046000,0.035000,0.25100,-0.012000
48793,48794,178.0000,38.933140,-76.419579,25603.0,-20.6400,365.9000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48794,48795,178.0000,38.932949,-76.421127,25624.0,-20.6300,365.8000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48795,48796,178.0000,38.932758,-76.422669,25624.0,-20.6400,365.7000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48796,48797,178.0000,38.932568,-76.424217,25624.0,-20.6900,365.7000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48797,48798,178.0000,38.932377,-76.425766,25624.0,-20.7000,365.7000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48798,48799,178.0000,38.932186,-76.427315,25624.0,-20.7400,365.6000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48799,48800,178.0000,38.931988,-76.428856,25648.0,-20.7100,365.6000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48800,48801,178.0000,38.931786,-76.430405,25648.0,-20.8100,365.4000,48.1000,0.54417,0.046000,0.035000,0.25100,-0.012000
48801,48802,178.0000,38.931568,-76.431946,25648.0,-20.8600,365.3000,48.1000,0.53933,0.047498,0.037995,0.13120,-0.0020166
48802,48803,178.0000,38.931347,-76.433487,25648.0,-20.8600,365.2000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48803,48804,178.0000,38.931107,-76.435020,25648.0,-20.8600,365.2000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48804,48805,178.0000,38.930851,-76.436554,25669.0,-20.9300,365.2000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48805,48806,178.0000,38.930572,-76.438087,25669.0,-20.9300,365.1000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48806,48807,178.0000,38.930275,-76.439613,25669.0,-20.9000,364.9000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48807,48808,178.0000,38.929962,-76.441132,25669.0,-20.9000,364.9000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48808,48809,178.0000,38.929623,-76.442642,25669.0,-20.9500,364.8000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48809,48810,178.0000,38.929268,-76.444145,25669.0,-20.9000,364.7000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48810,48811,178.0000,38.928890,-76.445648,25690.0,-20.9000,364.8000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48811,48812,178.0000,38.928497,-76.447136,25690.0,-20.9000,364.6000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48812,48813,178.0000,38.928078,-76.448616,25690.0,-20.9500,364.8000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48813,48814,178.0000,38.927639,-76.450089,25690.0,-20.9900,364.5000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48814,48815,178.0000,38.927177,-76.451553,25690.0,-20.9600,364.6000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48815,48816,178.0000,38.926693,-76.453003,25711.0,-21.0400,364.4000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48816,48817,178.0000,38.926189,-76.454445,25711.0,-21.0000,364.4000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48817,48818,178.0000,38.925663,-76.455872,25711.0,-21.0000,364.3000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48818,48819,178.0000,38.925114,-76.457291,25711.0,-21.0500,364.2000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48819,48820,178.0000,38.924541,-76.458694,25711.0,-21.0600,364.1000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48820,48821,178.0000,38.923954,-76.460083,25739.0,-21.1100,364.0000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48821,48822,178.0000,38.923351,-76.461464,25739.0,-21.1100,364.0000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48822,48823,178.0000,38.922733,-76.462837,25739.0,-21.1200,363.8000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48823,48824,178.0000,38.922104,-76.464203,25739.0,-21.1100,363.7000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48824,48825,178.0000,38.921463,-76.465561,25739.0,-21.1600,363.7000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48825,48826,178.0000,38.920811,-76.466919,25765.0,-21.1500,363.6000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48826,48827,178.0000,38.920151,-76.468262,25773.0,-21.2000,363.4000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48827,48828,178.0000,38.919483,-76.469597,25773.0,-21.2100,363.3000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48828,48829,178.0000,38.918812,-76.470932,25773.0,-21.2600,363.2000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48829,48830,178.0000,38.918133,-76.472260,25773.0,-21.2600,363.2000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48830,48831,178.0000,38.917454,-76.473595,25773.0,-21.3000,363.1000,48.1000,0.53446,0.049000,0.041000,0.011000,0.0080000
48831,48832,178.0000,38.916775,-76.474922,25798.0,-21.3000,362.9000,48.1000,0.52226,0.043389,0.037393,-0.033889,-4.168E-04
48832,48833,178.0000,38.916096,-76.476257,25798.0,-21.3400,363.0000,48.1000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48833,48834,178.0000,38.915413,-76.477585,25798.0,-21.3300,362.8000,48.1000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48834,48835,178.0000,38.914726,-76.478912,25798.0,-21.3700,362.7000,48.1000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48835,48836,178.0000,38.914040,-76.480240,25798.0,-21.3700,362.6000,48.1000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48836,48837,178.0000,38.913349,-76.481560,25826.0,-21.3700,362.5000,48.1000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48837,48838,178.0000,38.912659,-76.482880,25826.0,-21.3700,362.4000,48.1000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48838,48839,178.0000,38.911964,-76.484200,25826.0,-21.4100,362.4000,48.1000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48839,48840,178.0000,38.911266,-76.485519,25826.0,-21.4000,362.2000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48840,48841,178.0000,38.910564,-76.486839,25826.0,-21.3600,362.2000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48841,48842,178.0000,38.909863,-76.488152,25862.0,-21.4000,362.1000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48842,48843,178.0000,38.909157,-76.489464,25862.0,-21.4000,362.0000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48843,48844,178.0000,38.908447,-76.490776,25862.0,-21.4500,362.0000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48844,48845,178.0000,38.907734,-76.492081,25862.0,-21.4200,361.9000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48845,48846,178.0000,38.907017,-76.493385,25862.0,-21.4700,361.7000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48846,48847,178.0000,38.906300,-76.494682,25862.0,-21.4800,361.7000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48847,48848,178.0000,38.905579,-76.495987,25882.0,-21.4600,361.5000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48848,48849,178.0000,38.904854,-76.497284,25882.0,-21.4500,361.5000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48849,48850,178.0000,38.904129,-76.498581,25882.0,-21.4300,361.5000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48850,48851,178.0000,38.903400,-76.499878,25882.0,-21.4200,361.4000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48851,48852,178.0000,38.902668,-76.501175,25882.0,-21.4200,361.3000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48852,48853,178.0000,38.901936,-76.502464,25918.0,-21.4700,361.2000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48853,48854,178.0000,38.901199,-76.503754,25918.0,-21.4900,361.0000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48854,48855,178.0000,38.900459,-76.505043,25918.0,-21.4000,361.0000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48855,48856,178.0000,38.899719,-76.506325,25918.0,-21.4100,360.8000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48856,48857,178.0000,38.898975,-76.507606,25918.0,-21.4000,360.8000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48857,48858,178.0000,38.898232,-76.508888,25936.0,-21.4000,360.7000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48858,48859,178.0000,38.897484,-76.510170,25936.0,-21.4100,360.7000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48859,48860,178.0000,38.896732,-76.511452,25936.0,-21.3700,360.6000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48860,48861,178.0000,38.895981,-76.512726,25936.0,-21.4300,360.7000,48.0000,0.50402,0.035000,0.032000,-0.10100,-0.013000
48861,48862,178.0000,38.895226,-76.514008,25936.0,-21.4600,360.4000,48.0000,0.53896,0.014242,0.049964,-0.089822,-0.0046168
48862,48863,178.0000,38.894474,-76.515282,25970.0,-21.4700,360.3000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48863,48864,178.0000,38.893715,-76.516548,25970.0,-21.4700,360.3000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48864,48865,178.0000,38.892956,-76.517822,25970.0,-21.4900,360.3000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48865,48866,178.0000,38.892197,-76.519089,25970.0,-21.5300,360.2000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48866,48867,178.0000,38.891438,-76.520363,25970.0,-21.5300,360.2000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48867,48868,178.0000,38.890675,-76.521629,25970.0,-21.5300,360.0000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48868,48869,178.0000,38.889912,-76.522896,25991.0,-21.5400,360.0000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48869,48870,178.0000,38.889145,-76.524162,25991.0,-21.5800,359.8000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48870,48871,178.0000,38.888382,-76.525436,25991.0,-21.5400,359.8000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48871,48872,178.0000,38.887611,-76.526703,25991.0,-21.5400,359.7000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48872,48873,178.0000,38.886845,-76.527969,25991.0,-21.6000,359.6000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48873,48874,178.0000,38.886074,-76.529228,26014.0,-21.5600,359.5000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48874,48875,178.0000,38.885303,-76.530502,26014.0,-21.5100,359.5000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48875,48876,178.0000,38.884533,-76.531761,26014.0,-21.5100,359.5000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48876,48877,178.0000,38.883762,-76.533028,26014.0,-21.5200,359.4000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48877,48878,178.0000,38.882992,-76.534294,26014.0,-21.4900,359.3000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48878,48879,178.0000,38.882217,-76.535561,26036.0,-21.4000,359.3000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48879,48880,178.0000,38.881447,-76.536819,26036.0,-21.4000,359.3000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48880,48881,178.0000,38.880673,-76.538086,26036.0,-21.4000,359.1000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48881,48882,178.0000,38.879898,-76.539352,26036.0,-21.3700,359.3000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48882,48883,178.0000,38.879124,-76.540619,26036.0,-21.4100,359.2000,48.0000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48883,48884,178.0000,38.878346,-76.541878,26046.0,-21.4700,359.2000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48884,48885,178.0000,38.877571,-76.543144,26046.0,-21.4800,359.0000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48885,48886,178.0000,38.876793,-76.544418,26046.0,-21.4300,359.1000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48886,48887,178.0000,38.876019,-76.545685,26046.0,-21.3900,359.1000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48887,48888,178.0000,38.875240,-76.546951,26046.0,-21.2600,359.1000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48888,48889,178.0000,38.874466,-76.548225,26046.0,-21.3200,359.0000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48889,48890,178.0000,38.873688,-76.549499,26060.0,-21.2900,359.0000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48890,48891,178.0000,38.872913,-76.550781,26060.0,-21.2900,358.9000,47.9000,0.59156,-0.017000,0.077000,-0.073000,0.0080000
48891,48892,178.0000,38.872135,-76.552055,26060.0,-21.3500,359.0000,47.9000,0.52249,-0.021811,0.073692,-0.095853,0.011007
48892,48893,178.0000,38.871361,-76.553337,26060.0,-21.3300,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48893,48894,178.0000,38.870586,-76.554611,26060.0,-21.4600,358.9000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48894,48895,178.0000,38.869808,-76.555893,26059.0,-21.4100,358.9000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48895,48896,178.0000,38.869038,-76.557175,26059.0,-21.3600,359.1000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48896,48897,178.0000,38.868263,-76.558464,26059.0,-21.3300,358.9000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48897,48898,178.0000,38.867489,-76.559753,26059.0,-21.3000,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48898,48899,178.0000,38.866715,-76.561043,26059.0,-21.2300,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48899,48900,178.0000,38.865940,-76.562332,26058.0,-21.2100,359.1000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48900,48901,178.0000,38.865166,-76.563629,26058.0,-21.1300,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48901,48902,178.0000,38.864395,-76.564926,26058.0,-21.0800,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48902,48903,178.0000,38.863621,-76.566223,26058.0,-21.1100,358.9000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48903,48904,178.0000,38.862850,-76.567520,26058.0,-21.0500,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48904,48905,178.0000,38.862080,-76.568825,26058.0,-21.1200,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48905,48906,178.0000,38.861313,-76.570129,26058.0,-21.0900,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48906,48907,178.0000,38.860542,-76.571434,26058.0,-21.1100,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48907,48908,178.0000,38.859772,-76.572746,26058.0,-21.0400,359.0000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48908,48909,178.0000,38.859005,-76.574059,26058.0,-21.1200,359.1000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
48909,48910,178.0000,38.858238,-76.575371,26058.0,-21.0800,359.1000,47.9000,0.36184,-0.033000,0.066000,-0.14900,0.018000
